subject,file,link,lineno,PAR,experience-based,statistics-based,tuning machine,smell
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/roidb.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/roidb.py#L76,76,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/roidb.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/roidb.py#L111,111,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/roidb.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/roidb.py#L114,114,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/roidb.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/roidb.py#L139,139,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/roidb.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/roidb.py#L145,145,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/roidb.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/roidb.py#L179,179,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L54,54,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L83,83,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L128,128,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L161,161,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L249,249,6,1,1,1,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L282,282,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L311,311,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L331,331,4,0,1,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L347,347,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L411,411,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L431,431,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L452,452,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L460,460,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/cityscapes_json_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/cityscapes_json_dataset_evaluator.py#L36,36,4,0,1,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L53,53,5,1,1,1,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L74,74,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L103,103,4,0,1,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L134,134,4,0,1,0,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L152,152,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L170,170,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L180,180,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L194,194,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L270,270,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L275,275,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L280,280,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L301,301,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L314,314,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L327,327,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L339,339,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L344,344,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L349,349,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L365,365,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L381,381,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/task_evaluation.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/task_evaluation.py#L396,396,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_eval.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_eval.py#L36,36,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_eval.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_eval.py#L56,56,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_eval.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_eval.py#L88,88,5,1,1,1,True
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_dataset_evaluator.py#L37,37,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_dataset_evaluator.py#L57,57,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_dataset_evaluator.py#L94,94,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_dataset_evaluator.py#L104,104,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_dataset_evaluator.py#L145,145,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/voc_dataset_evaluator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/voc_dataset_evaluator.py#L163,163,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/dummy_datasets.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/dummy_datasets.py#L28,28,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/dataset_catalog.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/dataset_catalog.py#L208,208,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/dataset_catalog.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/dataset_catalog.py#L213,213,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/dataset_catalog.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/dataset_catalog.py#L218,218,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/dataset_catalog.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/dataset_catalog.py#L223,223,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/dataset_catalog.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/dataset_catalog.py#L228,228,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/dataset_catalog.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/dataset_catalog.py#L233,233,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/dataset_catalog.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/dataset_catalog.py#L238,238,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_loader.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_loader.py#L37,37,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_loader.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_loader.py#L43,43,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_loader.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_loader.py#L61,61,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_loader.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_loader.py#L68,68,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_loader.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_loader.py#L77,77,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_loader.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_loader.py#L88,88,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_spatial_narrow_as_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_spatial_narrow_as_op.py#L34,34,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_spatial_narrow_as_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_spatial_narrow_as_op.py#L56,56,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_spatial_narrow_as_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_spatial_narrow_as_op.py#L65,65,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_spatial_narrow_as_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_spatial_narrow_as_op.py#L74,74,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L33,33,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L68,68,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L74,74,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L120,120,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L129,129,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L144,144,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L158,158,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L171,171,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L181,181,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_smooth_l1_loss_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_smooth_l1_loss_op.py#L34,34,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_bbox_transform.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_bbox_transform.py#L29,29,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_bbox_transform.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_bbox_transform.py#L35,35,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_bbox_transform.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_bbox_transform.py#L49,49,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_bbox_transform.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_bbox_transform.py#L77,77,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_bbox_transform.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_bbox_transform.py#L81,81,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L33,33,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L40,40,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L48,48,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L53,53,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L59,59,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L65,65,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L71,71,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L78,78,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L85,85,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L90,90,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L96,96,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L102,102,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L108,108,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L115,115,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_batch_permutation_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_batch_permutation_op.py#L34,34,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_batch_permutation_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_batch_permutation_op.py#L55,55,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_batch_permutation_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_batch_permutation_op.py#L81,81,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_batch_permutation_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_batch_permutation_op.py#L94,94,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/data_loader_benchmark.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/data_loader_benchmark.py#L51,51,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/data_loader_benchmark.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/data_loader_benchmark.py#L80,80,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/data_loader_benchmark.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/data_loader_benchmark.py#L91,91,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_restore_checkpoint.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_restore_checkpoint.py#L41,41,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_restore_checkpoint.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_restore_checkpoint.py#L60,60,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_restore_checkpoint.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_restore_checkpoint.py#L66,66,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_restore_checkpoint.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_restore_checkpoint.py#L72,72,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/colormap.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/colormap.py#L26,26,0,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L32,32,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L46,46,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L52,52,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L58,58,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L61,61,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L64,64,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L68,68,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L76,76,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/coordinator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/coordinator.py#L34,34,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/coordinator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/coordinator.py#L37,37,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/coordinator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/coordinator.py#L41,41,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/coordinator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/coordinator.py#L44,44,1,0,0,0,False
